Model Name,NGram,Niter,mean(acc),std(acc),N,PctTrain,clean,start,end,Data Sets,TrainP,TestP,Prec,Recall,F1,Stack
svm,1:1,10,0.8378378378378379,0.034186785515333835,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28018018018018015,0.26756756756756755,0.686031746031746,0.7083982683982685,0.6922764854734165,True
logistic,1:1,10,0.8405405405405407,0.040899313379517736,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28018018018018015,0.26756756756756755,0.7003427128427128,0.6850216450216451,0.6881035171585717,True
logistic_lasso,1:1,10,0.8162162162162163,0.05643408923735434,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28018018018018015,0.26756756756756755,0.6364102564102565,0.7352164502164502,0.6769877713931423,True
Naive Bayes,1:1,10,0.6702702702702702,0.041519706745235724,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28018018018018015,0.26756756756756755,0.43322057808630693,0.8124963924963925,0.5631924315619967,True
svm,2:2,10,0.8216216216216218,0.07068484773309198,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2675675675675676,0.30540540540540545,0.817536075036075,0.5492207792207792,0.647121368969195,True
logistic,2:2,10,0.8324324324324325,0.06707931700535598,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2675675675675676,0.30540540540540545,0.8691233766233767,0.5415284715284714,0.6570174433409728,True
logistic_lasso,2:2,10,0.8432432432432433,0.05896601143046331,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2675675675675676,0.30540540540540545,0.769983660130719,0.7401040626040627,0.7434367206348977,True
Naive Bayes,2:2,10,0.8,0.04864864864864864,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2675675675675676,0.30540540540540545,0.7960497835497835,0.5297427572427572,0.6055717220665396,True
svm,3:3,10,0.8486486486486488,0.04391372110614032,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28108108108108104,0.2648648648648649,0.8504761904761905,0.5469172494172494,0.6544987692046516,True
logistic,3:3,10,0.8567567567567569,0.03636114607317219,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28108108108108104,0.2648648648648649,0.8845238095238095,0.5392249417249417,0.6626566639414937,True
logistic_lasso,3:3,10,0.8783783783783784,0.054390842695940834,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28108108108108104,0.2648648648648649,0.8310839160839161,0.7274883449883449,0.7659412318585828,True
Naive Bayes,3:3,10,0.7621621621621621,0.09028807074859495,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28108108108108104,0.2648648648648649,0.5779277739804056,0.6214024864024864,0.5865085638998682,True
svm,5:5,10,0.8567567567567567,0.06842696703336307,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.877936507936508,0.6194305694305694,0.7090314587373411,True
logistic,5:5,10,0.8513513513513514,0.07475306316723962,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.876825396825397,0.6056210456210456,0.6957019392865401,True
logistic_lasso,5:5,10,0.9216216216216215,0.04750917792228904,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.9005605505605505,0.8362509712509713,0.8633341821577115,True
Naive Bayes,5:5,10,0.7783783783783784,0.037837837837837854,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.5897495486969171,0.7644494394494394,0.6539650541445894,True
svm,10:10,10,0.8162162162162161,0.07027027027027027,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.26216216216216215,0.3216216216216216,0.872929292929293,0.5401182151182151,0.6316002336043786,True
logistic,10:10,10,0.8162162162162161,0.07027027027027027,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.26216216216216215,0.3216216216216216,0.872929292929293,0.5401182151182151,0.6316002336043786,True
logistic_lasso,10:10,10,0.9216216216216215,0.04089931337951773,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.26216216216216215,0.3216216216216216,0.9211630036630037,0.8445629370629371,0.8672483410309496,True
Naive Bayes,10:10,10,0.7945945945945946,0.05821799791496762,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.26216216216216215,0.3216216216216216,0.6603045492519176,0.785520313020313,0.7054108339260469,True
svm,15:15,10,0.8837837837837839,0.051351351351351354,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2846846846846847,0.254054054054054,0.8755952380952381,0.6744372294372295,0.7477715121136174,True
logistic,15:15,10,0.8837837837837839,0.051351351351351354,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2846846846846847,0.254054054054054,0.8755952380952381,0.6744372294372295,0.7477715121136174,True
logistic_lasso,15:15,10,0.9405405405405405,0.03783783783783783,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2846846846846847,0.254054054054054,0.9063145188145189,0.8827922077922079,0.8836702547239632,True
Naive Bayes,15:15,10,0.8432432432432433,0.06598138170666866,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2846846846846847,0.254054054054054,0.6548354341736695,0.9076839826839829,0.7441020176186417,True
svm,20:20,10,0.8594594594594595,0.055124535282084164,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27207207207207207,0.2918918918918919,0.8825757575757576,0.5926734376734376,0.7011493623335728,True
logistic,20:20,10,0.8594594594594595,0.055124535282084164,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27207207207207207,0.2918918918918919,0.8825757575757576,0.5926734376734376,0.7011493623335728,True
logistic_lasso,20:20,10,0.8945945945945946,0.03513513513513515,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27207207207207207,0.2918918918918919,0.8835897435897436,0.7612892662892663,0.8022440150149128,True
Naive Bayes,20:20,10,0.8378378378378379,0.05268537483680523,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27207207207207207,0.2918918918918919,0.6850646902117491,0.8274869574869574,0.7456333730681557,True
svm,30:30,10,0.908108108108108,0.03666124315202849,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28558558558558556,0.25135135135135134,0.8693578643578646,0.7612265512265513,0.7994730888306739,True
logistic,30:30,10,0.908108108108108,0.03666124315202849,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28558558558558556,0.25135135135135134,0.8693578643578646,0.7612265512265513,0.7994730888306739,True
logistic_lasso,30:30,10,0.9297297297297298,0.03666124315202848,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28558558558558556,0.25135135135135134,0.8867821067821067,0.8143001443001443,0.8450825593395253,True
Naive Bayes,30:30,10,0.8945945945945946,0.049022586884370424,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28558558558558556,0.25135135135135134,0.7339593739593739,0.9282395382395382,0.815121212121212,True
svm,40:40,10,0.9054054054054055,0.03471684480720305,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28648648648648645,0.24864864864864863,0.8549494949494949,0.7415800865800867,0.7872048698822154,True
logistic,40:40,10,0.9054054054054055,0.03471684480720305,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28648648648648645,0.24864864864864863,0.8549494949494949,0.7415800865800867,0.7872048698822154,True
logistic_lasso,40:40,10,0.9108108108108108,0.032092816451453836,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28648648648648645,0.24864864864864863,0.8945959595959596,0.7152741702741703,0.7869874574357009,True
Naive Bayes,40:40,10,0.8918918918918919,0.038221988172245834,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.28648648648648645,0.24864864864864863,0.7592957042957043,0.8628535353535354,0.7979921248342301,True
svm,60:60,10,0.8513513513513512,0.04872366588464851,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.8762698412698413,0.5868589743589743,0.6843140828899343,True
logistic,60:60,10,0.854054054054054,0.051564281157672746,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.8929365079365079,0.5868589743589743,0.6898085883844398,True
logistic_lasso,60:60,10,0.8108108108108109,0.08374018045853875,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.8966666666666665,0.3995726495726496,0.5276748689906585,True
Naive Bayes,60:60,10,0.8783783783783783,0.04872366588464851,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.27297297297297296,0.2891891891891892,0.8322113997113997,0.7408119658119658,0.763716510527656,True
svm,80:80,10,0.7918918918918919,0.07837837837837837,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2774774774774774,0.27567567567567564,0.9666666666666666,0.2693073593073593,0.4133456739339092,True
logistic,80:80,10,0.7864864864864864,0.07781718945344848,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2774774774774774,0.27567567567567564,0.9666666666666666,0.2502164502164502,0.39004897063720595,True
logistic_lasso,80:80,10,0.7621621621621621,0.08614798621896878,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2774774774774774,0.27567567567567564,0.9,0.1562770562770563,0.25469388454682573,True
Naive Bayes,80:80,10,0.8378378378378379,0.06043426966215647,148,0.75,complex,02/02/2000,01/09/2019,statements:speeches:minutes,0.2774774774774774,0.27567567567567564,0.7879365079365079,0.5375036075036075,0.6253234856108729,True
nn_40,1:1,3,0.8108108108108109,0.022067475160208815,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.8777777777777778,0.4055555555555556,0.5534391534391535,True
nn_40,2:2,3,0.8198198198198199,0.012740662724081912,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2792792792792793,0.2702702702702703,0.6713804713804713,0.6777777777777777,0.6666666666666665,True
nn_40,3:3,3,0.8468468468468467,0.05553526128800882,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.2612612612612613,1.0,0.4265151515151515,0.5758547008547009,True
nn_40,5:5,3,0.8288288288288289,0.05553526128800878,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26426426426426425,0.3153153153153153,0.8690476190476191,0.578042328042328,0.6785714285714285,True
nn_40,10:10,3,0.8108108108108109,0.05838505133700774,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.2612612612612613,0.7234848484848485,0.5518518518518518,0.6137566137566136,True
nn_40,15:15,3,0.8198198198198198,0.025481325448163877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26126126126126126,0.32432432432432434,0.8333333333333334,0.5555555555555557,0.6666666666666666,True
nn_40,20:20,3,0.8558558558558559,0.025481325448163877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27027027027027023,0.2972972972972973,0.9333333333333332,0.5794871794871795,0.6904761904761906,True
nn_40,30:30,3,0.8378378378378378,0.022067475160208815,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26126126126126126,0.32432432432432434,0.8108225108225109,0.6282051282051282,0.7069479965899402,True
nn_40,40:40,3,0.9009009009009009,0.012740662724081964,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26126126126126126,0.32432432432432434,0.9116809116809117,0.7794871794871794,0.8354803091645197,True
nn_40,60:60,3,0.8018018018018019,0.0835461125720334,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27927927927927926,0.2702702702702703,0.6833333333333332,0.6759259259259259,0.6526960784313726,True
nn_40,80:80,3,0.7207207207207208,0.21433112168234808,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.29429429429429427,0.22522522522522523,0.7200000000000001,0.7115384615384616,0.5628534938879767,True
nn_40_40,1:1,3,0.7837837837837839,0.022067475160208815,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26726726726726724,0.3063063063063063,0.7361111111111112,0.391025641025641,0.5087719298245613,True
nn_40_40,2:2,3,0.8378378378378378,0.022067475160208815,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.8555555555555555,0.551948051948052,0.6300322061191627,True
nn_40_40,3:3,3,0.7837837837837838,0.03822198817224579,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27927927927927926,0.27027027027027023,1.0,0.20505050505050507,0.3298368298368299,True
nn_40_40,5:5,3,0.8828828828828829,0.025481325448163877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2912912912912913,0.23423423423423426,0.7424242424242425,0.6940170940170939,0.6984126984126985,True
nn_40_40,10:10,3,0.8738738738738738,0.03370862510607157,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27027027027027023,0.2972972972972973,0.9027777777777778,0.6641414141414143,0.7454106280193237,True
nn_40_40,15:15,3,0.8198198198198199,0.07093700787398029,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2552552552552552,0.3423423423423424,0.8439153439153438,0.65,0.7186123680241328,True
nn_40_40,20:20,3,0.8828828828828829,0.012740662724081912,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.3123123123123123,0.1711711711711712,0.6185185185185186,0.7694444444444445,0.6814814814814815,True
nn_40_40,30:30,3,0.8558558558558559,0.033708625106071526,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26126126126126126,0.32432432432432434,0.8282828282828283,0.7556332556332558,0.7736091069424403,True
nn_40_40,40:40,3,0.8918918918918918,0.04413495032041763,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.24324324324324323,0.37837837837837845,0.9317460317460317,0.7778998778998779,0.8317460317460318,True
nn_40_40,60:60,3,0.8288288288288289,0.04593711273507013,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.3003003003003003,0.20720720720720723,0.5582750582750582,0.875,0.6814814814814815,True
nn_40_40,80:80,3,0.8288288288288289,0.07093700787398029,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2882882882882883,0.24324324324324328,0.85,0.5734126984126984,0.6109848484848485,True
nn_40_40_40,1:1,3,0.7837837837837839,0.0795654132101608,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27027027027027023,0.2972972972972973,0.7103174603174603,0.4853896103896103,0.5660818713450292,True
nn_40_40_40,2:2,3,0.7477477477477477,0.05553526128800882,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.2612612612612613,0.6592592592592592,0.6074074074074074,0.5250216450216451,True
nn_40_40_40,3:3,3,0.7927927927927927,0.07093700787398027,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.8717948717948718,0.442002442002442,0.5383333333333334,True
nn_40_40_40,5:5,3,0.9009009009009009,0.06370331362040967,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.26126126126126126,0.9333333333333332,0.6833333333333332,0.7657754010695187,True
nn_40_40_40,10:10,3,0.8648648648648649,0.022067475160208815,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.26126126126126126,0.8055555555555557,0.5892857142857143,0.6763236763236763,True
nn_40_40_40,15:15,3,0.8468468468468467,0.012740662724081964,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27027027027027023,0.2972972972972973,0.8154761904761904,0.5992063492063492,0.6846790890269151,True
nn_40_40_40,20:20,3,0.8558558558558559,0.045937112735070146,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27627627627627627,0.2792792792792793,0.8201058201058201,0.6217948717948718,0.7051693404634581,True
nn_40_40_40,30:30,3,0.8378378378378378,0.0,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27627627627627627,0.2792792792792793,0.7175417175417175,0.6683316683316683,0.682900432900433,True
nn_40_40_40,40:40,3,0.8468468468468467,0.033708625106071526,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.7407407407407408,0.8138528138528139,0.7452991452991452,True
nn_40_40_40,60:60,3,0.7477477477477477,0.05553526128800883,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.28528528528528524,0.2522522522522523,0.6959064327485379,0.43703703703703706,0.4142524142524142,True
nn_40_40_40,80:80,3,0.7567567567567567,0.05838505133700777,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.26126126126126126,0.8070175438596491,0.4612794612794613,0.45454545454545453,True
nn_80,1:1,3,0.8198198198198199,0.012740662724081912,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2882882882882883,0.24324324324324328,0.5,0.3602693602693603,0.41269841269841273,True
nn_80,2:2,3,0.8648648648648649,0.06620242548062644,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.26126126126126126,0.809116809116809,0.7373737373737373,0.7437116260645672,True
nn_80,3:3,3,0.7657657657657658,0.06741725021214308,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.25825825825825827,0.3333333333333333,1.0,0.3015151515151515,0.4527777777777778,True
nn_80,5:5,3,0.8288288288288288,0.03370862510607157,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2942942942942943,0.22522522522522523,0.7166666666666668,0.40952380952380957,0.5146520146520146,True
nn_80,10:10,3,0.8828828828828829,0.012740662724081912,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,1.0,0.5917508417508418,0.7429685324422167,True
nn_80,15:15,3,0.9009009009009009,0.025481325448163877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.30030030030030036,0.20720720720720723,0.7260101010101009,0.8842592592592592,0.7867905056759547,True
nn_80,20:20,3,0.8198198198198199,0.06741725021214308,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2642642642642643,0.31531531531531537,0.7857142857142857,0.5777777777777778,0.6500721500721501,True
nn_80,30:30,3,0.8738738738738739,0.045937112735070125,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.2612612612612613,0.7675925925925927,0.7449494949494949,0.746031746031746,True
nn_80,40:40,3,0.9009009009009009,0.045937112735070146,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2762762762762763,0.2792792792792793,0.8252525252525252,0.797979797979798,0.810966810966811,True
nn_80,60:60,3,0.8558558558558559,0.045937112735070146,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26726726726726724,0.3063063063063063,0.7757575757575758,0.7988344988344989,0.7722793148880106,True
nn_80,80:80,3,0.7387387387387387,0.025481325448163877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2492492492492492,0.3603603603603604,0.725438596491228,0.6692307692307692,0.6195355561579471,True
nn_20_10_5,1:1,3,0.7657657657657658,0.06370331362040971,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2672672672672673,0.3063063063063063,0.9166666666666666,0.27777777777777773,0.4188034188034188,True
nn_20_10_5,2:2,3,0.8108108108108109,0.10112587531821465,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27927927927927926,0.2702702702702703,0.6666666666666666,0.3333333333333333,0.43333333333333335,True
nn_20_10_5,3:3,3,0.9009009009009009,0.045937112735070146,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2882882882882883,0.24324324324324328,0.9393939393939394,0.6461538461538461,0.7238095238095239,True
nn_20_10_5,5:5,3,0.8198198198198199,0.045937112735070125,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2822822822822823,0.26126126126126126,0.7018518518518518,0.5340909090909091,0.5960735171261486,True
nn_20_10_5,10:10,3,0.8288288288288288,0.05553526128800877,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.26126126126126126,0.32432432432432434,0.7698412698412698,0.7150793650793651,0.7149517149517148,True
nn_20_10_5,15:15,3,0.7027027027027026,0.2711696746539173,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27627627627627627,0.2792792792792793,0.6795366795366795,0.8492063492063493,0.6974533403104832,True
nn_20_10_5,20:20,3,0.6936936936936937,0.09187422547014026,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2942942942942943,0.22522522522522523,0.09523809523809523,0.2857142857142857,0.14285714285714285,True
nn_20_10_5,30:30,3,0.8648648648648649,0.07644397634449163,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.27627627627627627,0.27927927927927926,0.7481658692185008,0.9060606060606061,0.8013136288998358,True
nn_20_10_5,40:40,3,0.7837837837837838,0.07956541321016077,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2792792792792793,0.2702702702702703,0.45419103313840153,0.5424242424242425,0.47356321839080456,True
nn_20_10_5,60:60,3,0.6666666666666666,0.12930360445412,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.4666666666666666,0.337995337995338,0.24160206718346253,True
nn_20_10_5,80:80,3,0.6216216216216216,0.19237978832488847,148,0.75,complex,02/02/2000,01/09/2019,speeches:statements:minutes,0.2732732732732733,0.2882882882882883,0.45045045045045046,0.3703703703703704,0.24,True
